23:03:57.195 INFO  com.linecorp.armeria.common.Flags - verboseExceptionSampler: ExceptionSampler{rate-limit=10} (default)
23:03:57.310 INFO  com.linecorp.armeria.common.Flags - defaultClientKeepAliveOnPing: false (default)
23:03:57.310 INFO  com.linecorp.armeria.common.Flags - defaultPingIntervalMillis: 0 (default)
23:03:57.311 INFO  com.linecorp.armeria.common.Flags - defaultMaxServerNumRequestsPerConnection: 0 (default)
23:03:57.311 INFO  com.linecorp.armeria.common.Flags - defaultMaxClientNumRequestsPerConnection: 0 (default)
23:03:57.311 INFO  com.linecorp.armeria.common.Flags - defaultMaxServerConnectionAgeMillis: 0 (default)
23:03:57.312 INFO  com.linecorp.armeria.common.Flags - defaultMaxClientConnectionAgeMillis: 0 (default)
23:03:57.312 INFO  com.linecorp.armeria.common.Flags - defaultServerConnectionDrainDurationMicros: 1000000 (default)
23:03:57.313 INFO  com.linecorp.armeria.common.Flags - defaultHttp2InitialConnectionWindowSize: 1048576 (default)
23:03:57.313 INFO  com.linecorp.armeria.common.Flags - defaultHttp2InitialStreamWindowSize: 1048576 (default)
23:03:57.313 INFO  com.linecorp.armeria.common.Flags - defaultHttp2MaxFrameSize: 16384 (default)
23:03:57.314 INFO  com.linecorp.armeria.common.Flags - defaultHttp2MaxStreamsPerConnection: 2147483647 (default)
23:03:57.314 INFO  com.linecorp.armeria.common.Flags - defaultHttp2MaxHeaderListSize: 8192 (default)
23:03:57.314 INFO  com.linecorp.armeria.common.Flags - defaultHttp1MaxInitialLineLength: 4096 (default)
23:03:57.315 INFO  com.linecorp.armeria.common.Flags - defaultHttp1MaxHeaderSize: 8192 (default)
23:03:57.316 INFO  com.linecorp.armeria.common.Flags - defaultHttp1MaxChunkSize: 8192 (default)
23:03:57.316 INFO  com.linecorp.armeria.common.Flags - defaultUseHttp2Preface: true (default)
23:03:57.317 INFO  com.linecorp.armeria.common.Flags - defaultUseHttp2WithoutAlpn: false (default)
23:03:57.317 INFO  com.linecorp.armeria.common.Flags - defaultUseHttp1Pipelining: false (default)
23:03:57.329 INFO  com.linecorp.armeria.common.Flags - defaultBackoffSpec: exponential=200:10000,jitter=0.2 (default)
23:03:57.329 INFO  com.linecorp.armeria.common.Flags - defaultMaxTotalAttempts: 10 (default)
23:03:57.330 INFO  com.linecorp.armeria.common.Flags - defaultRequestAutoAbortDelayMillis: 0 (default)
23:03:57.341 INFO  com.linecorp.armeria.common.Flags - routeCacheSpec: maximumSize=4096 (default)
23:03:57.341 INFO  com.linecorp.armeria.common.Flags - routeDecoratorCacheSpec: maximumSize=4096 (default)
23:03:57.341 INFO  com.linecorp.armeria.common.Flags - parsedPathCacheSpec: maximumSize=4096 (default)
23:03:57.342 INFO  com.linecorp.armeria.common.Flags - headerValueCacheSpec: maximumSize=4096 (default)
23:03:57.343 INFO  com.linecorp.armeria.common.Flags - cachedHeaders: [:authority, :scheme, :method, accept-encoding, content-type] (default)
23:03:57.343 INFO  com.linecorp.armeria.common.Flags - fileServiceCacheSpec: maximumSize=1024 (default)
23:03:57.343 INFO  com.linecorp.armeria.common.Flags - dnsCacheSpec: maximumSize=4096 (default)
23:03:57.343 INFO  com.linecorp.armeria.common.Flags - annotatedServiceExceptionVerbosity: unhandled (default)
23:03:57.344 INFO  com.linecorp.armeria.common.Flags - useJdkDnsResolver: false (default)
23:03:57.344 INFO  com.linecorp.armeria.common.Flags - reportBlockedEventLoop: true (default)
23:03:57.345 INFO  com.linecorp.armeria.common.Flags - reportMaskedRoutes: true (default)
23:03:57.345 INFO  com.linecorp.armeria.common.Flags - validateHeaders: true (default)
23:03:57.345 INFO  com.linecorp.armeria.common.Flags - tlsAllowUnsafeCiphers: false (default)
23:03:57.345 INFO  com.linecorp.armeria.common.Flags - transientServiceOptions: [] (default)
23:03:57.346 INFO  com.linecorp.armeria.common.Flags - useLegacyRouteDecoratorOrdering: false (default)
23:03:57.346 INFO  com.linecorp.armeria.common.Flags - useDefaultSocketOptions: true (default)
23:03:57.346 INFO  com.linecorp.armeria.common.Flags - allowDoubleDotsInQueryString: false (default)
23:03:57.346 INFO  com.linecorp.armeria.common.Flags - allowSemicolonInPathComponent: false (default)
23:03:57.347 INFO  com.linecorp.armeria.common.Flags - defaultMultipartUploadsLocation: /tmp/armeria/multipart-uploads (default)
23:03:57.348 INFO  com.linecorp.armeria.common.Flags - requestContextLeakDetectionSampler: never (default)
23:03:57.358 INFO  com.linecorp.armeria.common.Flags - meterRegistry: io.micrometer.core.instrument.composite.CompositeMeterRegistry@3c64339f (default)
23:03:57.358 INFO  com.linecorp.armeria.common.Flags - defaultUnhandledExceptionsReportIntervalMillis: 10000 (default)
23:03:57.591 INFO  c.l.armeria.common.util.SystemInfo - hostname: hjin-400tda-400sda (from /proc/sys/kernel/hostname)
23:03:57.673 INFO  c.l.a.i.common.JavaVersionSpecific - Using the APIs optimized for: Java 12+
23:04:01.584 INFO  r.b.a.i.g.a.AppLogGrpcController - App Log name: app log name
23:04:01.615 INFO  r.b.a.i.g.a.AppLogGrpcController - App Log timestamp: seconds: 1727445840
nanos: 937552544

23:04:01.615 INFO  r.b.a.i.g.a.AppLogGrpcController - App Log data map: {Note=Application Started}
23:04:04.956 INFO  r.b.a.i.g.s.SubjectGrpcController - User ID: 
23:04:04.963 INFO  r.b.a.i.g.s.SubjectGrpcController - User ID:  
23:04:04.974 INFO  r.b.a.i.g.s.SubjectGrpcController - User ID: 7e3ba225-0e3c-4c87-9d02-b1fbe0802239
23:04:04.995 INFO  r.b.a.i.g.s.SubjectGrpcController - User ID: 
23:04:05.001 INFO  r.b.a.i.g.s.SubjectGrpcController - User ID:  
23:04:05.103 INFO  r.b.a.i.g.s.SubjectGrpcController - User ID: 7e3ba225-0e3c-4c87-9d02-b1fbe0802239
23:04:05.115 INFO  r.b.a.i.r.s.SubjectRestController - User ID: test-subject-id
23:04:05.149 INFO  r.b.a.i.r.s.SubjectRestController - User ID: 
23:04:05.155 INFO  r.b.a.i.r.s.SubjectRestController - User ID:  
23:04:05.165 INFO  r.b.a.i.r.s.SubjectRestController - User ID: test-subject-id
23:04:05.174 INFO  r.b.a.i.r.s.SubjectRestController - User ID: 
23:04:05.179 INFO  r.b.a.i.r.s.SubjectRestController - User ID:  
23:04:08.335 INFO  org.casbin.jcasbin - Model:
23:04:08.335 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.335 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.335 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.335 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.335 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.335 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.336 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.482 INFO  org.casbin.jcasbin - Policy:
23:04:08.482 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.482 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.483 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.483 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.483 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.484 INFO  org.casbin.jcasbin - 
23:04:08.485 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.485 INFO  org.casbin.jcasbin - 
23:04:08.485 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.485 INFO  org.casbin.jcasbin - 
23:04:08.497 INFO  org.casbin.jcasbin - Model:
23:04:08.497 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.497 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.498 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.498 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.498 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.498 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.498 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.501 INFO  org.casbin.jcasbin - Policy:
23:04:08.501 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.501 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.501 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.501 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.501 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.501 INFO  org.casbin.jcasbin - 
23:04:08.501 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.501 INFO  org.casbin.jcasbin - 
23:04:08.501 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.501 INFO  org.casbin.jcasbin - 
23:04:08.504 INFO  org.casbin.jcasbin - Model:
23:04:08.504 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.504 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.504 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.504 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.504 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.505 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.505 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.506 INFO  org.casbin.jcasbin - Policy:
23:04:08.507 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: [[investigator, s1, r1, read], [investigator, s1, r1, write], [investigator, s2, r1, read], [investigator, s2, r1, write]]
23:04:08.507 INFO  org.casbin.jcasbin - g: _, _, _: [[u1, investigator, s1], [u1, investigator, s2]]
23:04:08.507 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.507 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.508 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.509 INFO  org.casbin.jcasbin - s1: u1 < investigator
s2: u1 < investigator
23:04:08.509 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.509 INFO  org.casbin.jcasbin - 
23:04:08.509 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.509 INFO  org.casbin.jcasbin - 
23:04:08.511 INFO  org.casbin.jcasbin - Model:
23:04:08.512 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.512 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.512 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.512 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.512 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.512 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.512 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.514 INFO  org.casbin.jcasbin - Policy:
23:04:08.514 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: [[investigator, s2, r1, read], [investigator, s2, r1, write], [investigator, s3, r1, read], [investigator, s3, r1, write], [investigator, s4, r1, read], [investigator, s4, r1, write]]
23:04:08.514 INFO  org.casbin.jcasbin - g: _, _, _: [[u1, investigator, s2], [u1, investigator, s3], [u1, investigator, s4]]
23:04:08.514 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.514 INFO  org.casbin.jcasbin - g3: _, _: [[task, r1]]
23:04:08.514 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.514 INFO  org.casbin.jcasbin - s3: u1 < investigator
s4: u1 < investigator
s2: u1 < investigator
23:04:08.514 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.514 INFO  org.casbin.jcasbin - 
23:04:08.515 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.515 INFO  org.casbin.jcasbin - casbin::default: task < r1
23:04:08.516 INFO  org.casbin.jcasbin - Model:
23:04:08.516 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.516 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.516 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.516 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.516 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.516 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.516 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.517 INFO  org.casbin.jcasbin - Policy:
23:04:08.518 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.518 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.518 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.518 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.518 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.518 INFO  org.casbin.jcasbin - 
23:04:08.518 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.518 INFO  org.casbin.jcasbin - 
23:04:08.518 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.518 INFO  org.casbin.jcasbin - 
23:04:08.519 INFO  org.casbin.jcasbin - Model:
23:04:08.519 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.519 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.519 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.519 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.519 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.519 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.519 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.520 INFO  org.casbin.jcasbin - Policy:
23:04:08.520 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.521 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.521 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.521 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.521 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.521 INFO  org.casbin.jcasbin - 
23:04:08.521 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.521 INFO  org.casbin.jcasbin - 
23:04:08.521 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.521 INFO  org.casbin.jcasbin - 
23:04:08.524 INFO  org.casbin.jcasbin - Model:
23:04:08.525 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.525 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.525 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.525 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.525 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.525 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.525 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.527 INFO  org.casbin.jcasbin - Policy:
23:04:08.527 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.527 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.527 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.527 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.527 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.527 INFO  org.casbin.jcasbin - 
23:04:08.527 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.527 INFO  org.casbin.jcasbin - 
23:04:08.527 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.527 INFO  org.casbin.jcasbin - 
23:04:08.528 INFO  org.casbin.jcasbin - Model:
23:04:08.528 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.528 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.528 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.528 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.528 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.528 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.528 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.530 INFO  org.casbin.jcasbin - Policy:
23:04:08.530 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.530 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.530 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.530 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.530 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.530 INFO  org.casbin.jcasbin - 
23:04:08.530 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.530 INFO  org.casbin.jcasbin - 
23:04:08.530 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.530 INFO  org.casbin.jcasbin - 
23:04:08.538 INFO  org.casbin.jcasbin - Request: [test-user, test-study, adminReadResources, read] ---> true
23:04:08.538 INFO  org.casbin.jcasbin - Hit Policy: [studyAdmin, test-study, adminReadResources, read]
23:04:08.542 INFO  org.casbin.jcasbin - Request: [test-user, test-study, adminWriteResources, write] ---> true
23:04:08.542 INFO  org.casbin.jcasbin - Hit Policy: [studyAdmin, test-study, adminWriteResources, write]
23:04:08.544 INFO  org.casbin.jcasbin - Model:
23:04:08.544 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.544 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.544 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.544 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.544 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.544 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.544 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.546 INFO  org.casbin.jcasbin - Policy:
23:04:08.547 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.547 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.547 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.547 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.547 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.547 INFO  org.casbin.jcasbin - 
23:04:08.547 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.547 INFO  org.casbin.jcasbin - 
23:04:08.547 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.547 INFO  org.casbin.jcasbin - 
23:04:08.548 INFO  org.casbin.jcasbin - Model:
23:04:08.548 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.548 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.548 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.548 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.548 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.548 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.548 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.550 INFO  org.casbin.jcasbin - Policy:
23:04:08.550 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.550 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.550 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.550 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.550 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.550 INFO  org.casbin.jcasbin - 
23:04:08.550 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.550 INFO  org.casbin.jcasbin - 
23:04:08.550 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.550 INFO  org.casbin.jcasbin - 
23:04:08.554 INFO  org.casbin.jcasbin - Model:
23:04:08.554 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.554 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.554 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.554 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.554 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.554 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.554 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.555 INFO  org.casbin.jcasbin - Policy:
23:04:08.556 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.556 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.556 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.556 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.556 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.556 INFO  org.casbin.jcasbin - 
23:04:08.556 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.556 INFO  org.casbin.jcasbin - 
23:04:08.556 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.556 INFO  org.casbin.jcasbin - 
23:04:08.557 INFO  org.casbin.jcasbin - Model:
23:04:08.557 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.557 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.557 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.557 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.557 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.557 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.557 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.558 INFO  org.casbin.jcasbin - Policy:
23:04:08.558 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.558 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.558 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.558 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.558 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.558 INFO  org.casbin.jcasbin - 
23:04:08.559 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.559 INFO  org.casbin.jcasbin - 
23:04:08.559 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.559 INFO  org.casbin.jcasbin - 
23:04:08.561 INFO  org.casbin.jcasbin - Model:
23:04:08.561 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.561 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.561 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.561 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.561 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.561 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.561 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.563 INFO  org.casbin.jcasbin - Policy:
23:04:08.563 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.563 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.563 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.563 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.563 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.563 INFO  org.casbin.jcasbin - 
23:04:08.563 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.563 INFO  org.casbin.jcasbin - 
23:04:08.563 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.563 INFO  org.casbin.jcasbin - 
23:04:08.564 INFO  org.casbin.jcasbin - Model:
23:04:08.564 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.564 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.564 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.564 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.564 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.564 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.564 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.565 INFO  org.casbin.jcasbin - Policy:
23:04:08.565 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.565 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.565 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.565 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.565 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.565 INFO  org.casbin.jcasbin - 
23:04:08.565 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.565 INFO  org.casbin.jcasbin - 
23:04:08.565 INFO  org.casbin.jcasbin - Role links for: g3
